"强化规则ID
===
Id
===
int-cs","等级
===
Level
===
int-cs","需要经验
===
NeedExp
===
int-cs","属性成长0
===
AttrGrowUp0
===
float-cs","属性成长1
===
AttrGrowUp1
===
float-cs","属性成长2
===
AttrGrowUp2
===
float-cs","属性成长3
===
AttrGrowUp3
===
float-cs","属性成长4
===
AttrGrowUp4
===
float-cs","属性成长5
===
AttrGrowUp5
===
float-cs","属性成长6
===
AttrGrowUp6
===
float-cs","属性成长7
===
AttrGrowUp7
===
float-cs","属性成长8
===
AttrGrowUp8
===
float-cs","属性成长9
===
AttrGrowUp9
===
float-cs","属性成长10
===
AttrGrowUp10
===
float-cs","属性成长11
===
AttrGrowUp11
===
float-cs","属性成长12
===
AttrGrowUp12
===
float-cs","属性成长13
===
AttrGrowUp13
===
float-cs","属性成长14
===
AttrGrowUp14
===
float-cs","属性成长15
===
AttrGrowUp15
===
float-cs","属性成长16
===
AttrGrowUp16
===
float-cs","属性成长17
===
AttrGrowUp17
===
float-cs","属性成长18
===
AttrGrowUp18
===
float-cs","属性成长19
===
AttrGrowUp19
===
float-cs","属性成长20
===
AttrGrowUp20
===
float-cs","属性成长21
===
AttrGrowUp21
===
float-cs","属性成长22
===
AttrGrowUp22
===
float-cs","属性成长23
===
AttrGrowUp23
===
float-cs","属性成长24
===
AttrGrowUp24
===
float-cs","属性成长25
===
AttrGrowUp25
===
float-cs","属性成长26
===
AttrGrowUp26
===
float-cs","属性成长27
===
AttrGrowUp27
===
float-cs","属性成长28
===
AttrGrowUp28
===
float-cs","属性成长29
===
AttrGrowUp29
===
float-cs","属性成长30
===
AttrGrowUp30
===
float-cs","属性成长31
===
AttrGrowUp31
===
float-cs"
10066,67,1193875,611,680,5859,0,0,0,0,258,278,278,139,278,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
10067,68,1281375,618,686,5905,0,0,0,0,260,280,280,140,280,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
10068,69,1368875,622,691,5952,0,0,0,0,260,282,282,141,282,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
10069,70,1456375,629,698,5996,0,0,0,0,262,284,284,142,284,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
10070,71,1543875,707,802,7836,0,0,0,0,324,330,330,165,330,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
10071,72,1631375,714,806,7887,0,0,0,0,324,332,332,166,332,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
10072,73,1718875,720,813,7948,0,0,0,0,326,334,334,167,334,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
10073,74,1806375,726,818,7999,0,0,0,0,326,336,336,168,336,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
10074,75,1893875,733,824,8049,0,0,0,0,328,338,338,169,338,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
10075,76,1981375,739,830,8101,0,0,0,0,328,340,340,170,340,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
10076,77,2068875,746,835,8154,0,0,0,0,330,342,342,171,342,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
10077,78,2156375,750,842,8207,0,0,0,0,330,344,344,172,344,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
10078,79,2243875,757,846,8270,0,0,0,0,332,346,346,173,346,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
10079,80,2331375,763,853,8320,0,0,0,0,332,348,348,174,348,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
10080,81,2418875,846,962,10572,0,0,0,0,398,396,396,198,396,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
10081,82,2506375,853,966,10631,0,0,0,0,398,398,398,199,398,543,543,546,546,410,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
10082,83,2593875,859,973,10691,0,0,0,0,400,402,402,201,402,546,546,549,549,411,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
10083,84,2681375,866,979,10750,0,0,0,0,400,404,404,202,404,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
10084,85,2768875,872,984,10807,0,0,0,0,402,406,406,203,406,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
10085,86,2856375,878,990,10879,0,0,0,0,402,408,408,204,408,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
10086,87,2943875,885,997,10939,0,0,0,0,404,410,410,205,410,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
10087,88,3031375,891,1002,11000,0,0,0,0,404,412,412,206,412,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
10088,89,3118875,898,1008,11061,0,0,0,0,406,414,414,207,414,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
10089,90,3206375,904,1014,11120,0,0,0,0,408,416,416,208,416,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
10090,91,3293875,990,1126,13827,0,0,0,0,474,466,466,233,466,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
10091,92,3381375,997,1133,13895,0,0,0,0,476,468,468,234,468,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
10092,93,3468875,1003,1139,13976,0,0,0,0,476,470,470,235,470,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
10093,94,3556375,1010,1144,14044,0,0,0,0,478,472,472,236,472,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
10094,95,3643875,1018,1150,14110,0,0,0,0,480,476,476,238,476,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
10095,96,3731375,1024,1157,14179,0,0,0,0,480,478,478,239,478,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
10096,97,3818875,1030,1163,14249,0,0,0,0,482,480,480,240,480,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
10097,98,3906375,1037,1170,14319,0,0,0,0,482,482,482,241,482,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
10098,99,3993875,1043,1174,14402,0,0,0,0,484,484,484,242,484,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
10099,100,4081375,1050,1181,14469,0,0,0,0,484,486,486,243,486,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#纣王,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,1,87,51,34,131,0,0,0,4,0,5,3,5,5,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
11001,2,100,61,40,156,0,0,0,4,0,6,3,6,6,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
11002,3,112,70,46,181,0,0,0,5,0,7,4,7,7,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
11003,4,125,80,52,207,0,0,0,5,0,8,4,8,8,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
11004,5,137,93,58,231,0,0,0,6,0,9,5,9,9,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
11005,6,150,102,64,260,0,0,0,6,0,10,5,10,10,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
11006,7,162,112,70,286,0,0,0,7,0,11,6,11,11,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
11007,8,175,122,76,313,0,0,0,7,0,12,6,12,12,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
11008,9,200,134,82,341,0,0,0,7,0,13,7,13,13,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
11009,10,225,144,90,366,0,0,0,8,0,14,7,14,14,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
11010,11,375,173,112,461,0,0,0,12,0,18,9,18,18,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
11011,12,750,182,118,488,0,0,0,13,0,19,10,19,19,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
11012,13,1125,195,124,518,0,0,0,13,0,19,10,19,19,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
11013,14,1500,205,130,545,0,0,0,14,0,20,10,20,20,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
11014,15,1875,214,138,571,0,0,0,14,0,21,11,21,21,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
11015,16,2375,224,144,599,0,0,0,14,0,22,11,22,22,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
11016,17,2875,237,150,627,0,0,0,15,0,23,12,23,23,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
11017,18,3625,246,156,656,0,0,0,15,0,24,12,24,24,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
11018,19,4375,256,162,687,0,0,0,16,0,25,13,25,25,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
11019,20,5125,269,170,714,0,0,0,16,0,26,13,26,26,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
11020,21,6125,317,210,917,0,0,0,25,0,33,17,33,33,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
11021,22,7375,326,216,946,0,0,0,25,0,34,17,34,34,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
11022,23,8875,339,222,975,0,0,0,26,0,35,18,35,35,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
11023,24,10625,349,228,1004,0,0,0,26,0,36,18,36,36,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
11024,25,12625,358,234,1032,0,0,0,27,0,37,19,37,37,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
11025,26,14875,371,242,1064,0,0,0,27,0,38,19,38,38,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
11026,27,17375,381,248,1094,0,0,0,27,0,39,20,39,39,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
11027,28,20125,390,254,1124,0,0,0,28,0,40,20,40,40,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
11028,29,23125,403,260,1155,0,0,0,28,0,41,21,41,41,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
11029,30,26375,413,266,1183,0,0,0,29,0,42,21,42,42,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
11030,31,29875,483,326,1554,0,0,0,42,0,52,26,52,52,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
11031,32,33875,493,332,1585,0,0,0,43,0,53,27,53,53,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
11032,33,38125,506,338,1620,0,0,0,43,0,54,27,54,54,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
11033,34,42625,515,344,1652,0,0,0,43,0,55,28,55,55,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
11034,35,47375,528,352,1682,0,0,0,44,0,56,28,56,56,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
11035,36,52375,538,358,1713,0,0,0,44,0,57,29,57,57,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
11036,37,57625,550,364,1746,0,0,0,45,0,58,29,58,58,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
11037,38,63125,560,370,1778,0,0,0,45,0,59,30,59,59,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
11038,39,68875,570,378,1815,0,0,0,46,0,60,30,60,60,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
11039,40,75125,582,384,1846,0,0,0,46,0,61,31,61,61,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
11040,41,82000,675,462,2463,0,0,0,64,0,75,38,75,75,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
11041,42,89500,688,470,2497,0,0,0,65,0,76,38,76,76,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
11042,43,97625,698,476,2531,0,0,0,65,0,77,39,77,77,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
11043,44,106375,710,482,2566,0,0,0,66,0,78,39,78,78,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
11044,45,115125,720,490,2599,0,0,0,66,0,79,40,79,79,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
11045,46,124500,733,496,2639,0,0,0,67,0,80,40,80,80,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
11046,47,134500,742,502,2675,0,0,0,67,0,81,41,81,81,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
11047,48,145125,755,510,2710,0,0,0,68,0,82,41,82,82,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
11048,49,156375,765,516,2746,0,0,0,68,0,83,42,83,83,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
11049,50,168875,778,522,2781,0,0,0,68,0,84,42,84,84,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
11050,51,183875,896,624,3749,0,0,0,92,0,101,51,101,101,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
11051,52,201375,909,630,3788,0,0,0,93,0,102,51,102,102,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
11052,53,221375,918,636,3833,0,0,0,93,0,103,52,103,103,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
11053,54,243875,931,644,3872,0,0,0,94,0,104,52,104,104,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
11054,55,268875,944,650,3909,0,0,0,94,0,105,53,105,105,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
11055,56,306375,954,658,3949,0,0,0,95,0,106,53,106,106,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
11056,57,356375,966,664,3989,0,0,0,95,0,108,54,108,108,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
11057,58,418875,979,670,4029,0,0,0,96,0,109,55,109,109,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
11058,59,493875,989,678,4076,0,0,0,96,0,109,55,109,109,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
11059,60,581375,1002,684,4114,0,0,0,96,0,110,55,110,110,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
11060,61,668875,1152,808,5584,0,0,0,126,0,132,66,132,132,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
11061,62,756375,1162,816,5628,0,0,0,127,0,134,67,134,134,360,360,363,363,273,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
11062,63,843875,1174,822,5672,0,0,0,127,0,135,68,135,135,362,362,366,366,275,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
11063,64,931375,1187,830,5717,0,0,0,128,0,136,68,136,136,365,365,369,369,276,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
11064,65,1018875,1197,836,5760,0,0,0,128,0,137,69,137,137,368,368,372,372,278,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
11065,66,1106375,1210,844,5813,0,0,0,129,0,138,69,138,138,371,371,375,375,279,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
11066,67,1193875,1222,850,5859,0,0,0,129,0,139,70,139,139,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
11067,68,1281375,1235,858,5905,0,0,0,130,0,140,70,140,140,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
11068,69,1368875,1245,864,5952,0,0,0,130,0,141,71,141,141,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
11069,70,1456375,1258,872,5996,0,0,0,131,0,142,71,142,142,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
11070,71,1543875,1414,1002,7836,0,0,0,162,0,165,83,165,165,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
11071,72,1631375,1427,1008,7887,0,0,0,162,0,166,83,166,166,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
11072,73,1718875,1440,1016,7948,0,0,0,163,0,167,84,167,167,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
11073,74,1806375,1453,1022,7999,0,0,0,163,0,168,84,168,168,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
11074,75,1893875,1466,1030,8049,0,0,0,164,0,169,85,169,169,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
11075,76,1981375,1478,1038,8101,0,0,0,164,0,170,85,170,170,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
11076,77,2068875,1491,1044,8154,0,0,0,165,0,171,86,171,171,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
11077,78,2156375,1501,1052,8207,0,0,0,165,0,172,86,172,172,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
11078,79,2243875,1514,1058,8270,0,0,0,166,0,173,87,173,173,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
11079,80,2331375,1526,1066,8320,0,0,0,166,0,174,87,174,174,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
11080,81,2418875,1693,1202,10572,0,0,0,199,0,198,99,198,198,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
11081,82,2506375,1706,1208,10631,0,0,0,199,0,199,100,199,199,543,543,546,546,410,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
11082,83,2593875,1718,1216,10691,0,0,0,200,0,201,101,201,201,546,546,549,549,411,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
11083,84,2681375,1731,1224,10750,0,0,0,200,0,202,101,202,202,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
11084,85,2768875,1744,1230,10807,0,0,0,201,0,203,102,203,203,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
11085,86,2856375,1757,1238,10879,0,0,0,201,0,204,102,204,204,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
11086,87,2943875,1770,1246,10939,0,0,0,202,0,205,103,205,205,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
11087,88,3031375,1782,1252,11000,0,0,0,202,0,206,103,206,206,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
11088,89,3118875,1795,1260,11061,0,0,0,203,0,207,104,207,207,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
11089,90,3206375,1808,1268,11120,0,0,0,204,0,208,104,208,208,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
11090,91,3293875,1981,1408,13827,0,0,0,237,0,233,117,233,233,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
11091,92,3381375,1994,1416,13895,0,0,0,238,0,234,117,234,234,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
11092,93,3468875,2006,1424,13976,0,0,0,238,0,235,118,235,235,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
11093,94,3556375,2019,1430,14044,0,0,0,239,0,236,118,236,236,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
11094,95,3643875,2035,1438,14110,0,0,0,240,0,238,119,238,238,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
11095,96,3731375,2048,1446,14179,0,0,0,240,0,239,120,239,239,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
11096,97,3818875,2061,1454,14249,0,0,0,241,0,240,120,240,240,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
11097,98,3906375,2074,1462,14319,0,0,0,241,0,241,121,241,241,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
11098,99,3993875,2086,1468,14402,0,0,0,242,0,242,121,242,242,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
11099,100,4081375,2099,1476,14469,0,0,0,242,0,243,122,243,243,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#姜子牙,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,1,87,16,17,131,0,0,0,0,10,13,13,7,13,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
12001,2,100,19,20,156,0,0,0,0,10,16,16,8,16,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
12002,3,112,22,23,181,0,0,0,0,13,18,18,9,18,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
12003,4,125,25,26,207,0,0,0,0,13,21,21,10,21,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
12004,5,137,29,29,231,0,0,0,0,16,23,23,12,23,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
12005,6,150,32,32,260,0,0,0,0,16,26,26,13,26,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
12006,7,162,35,35,286,0,0,0,0,18,29,29,14,29,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
12007,8,175,38,38,313,0,0,0,0,18,31,31,16,31,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
12008,9,200,42,41,341,0,0,0,0,18,34,34,17,34,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
12009,10,225,45,45,366,0,0,0,0,21,36,36,18,36,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
12010,11,375,54,56,461,0,0,0,0,31,47,47,23,47,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
12011,12,750,57,59,488,0,0,0,0,34,49,49,25,49,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
12012,13,1125,61,62,518,0,0,0,0,34,49,49,25,49,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
12013,14,1500,64,65,545,0,0,0,0,36,52,52,26,52,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
12014,15,1875,67,69,571,0,0,0,0,36,55,55,27,55,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
12015,16,2375,70,72,599,0,0,0,0,36,57,57,29,57,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
12016,17,2875,74,75,627,0,0,0,0,39,60,60,30,60,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
12017,18,3625,77,78,656,0,0,0,0,39,62,62,31,62,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
12018,19,4375,80,81,687,0,0,0,0,42,65,65,33,65,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
12019,20,5125,84,85,714,0,0,0,0,42,68,68,34,68,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
12020,21,6125,99,105,917,0,0,0,0,65,86,86,43,86,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
12021,22,7375,102,108,946,0,0,0,0,65,88,88,44,88,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
12022,23,8875,106,111,975,0,0,0,0,68,91,91,46,91,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
12023,24,10625,109,114,1004,0,0,0,0,68,94,94,47,94,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
12024,25,12625,112,117,1032,0,0,0,0,70,96,96,48,96,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
12025,26,14875,116,121,1064,0,0,0,0,70,99,99,49,99,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
12026,27,17375,119,124,1094,0,0,0,0,70,101,101,51,101,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
12027,28,20125,122,127,1124,0,0,0,0,73,104,104,52,104,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
12028,29,23125,126,130,1155,0,0,0,0,73,107,107,53,107,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
12029,30,26375,129,133,1183,0,0,0,0,75,109,109,55,109,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
12030,31,29875,151,163,1554,0,0,0,0,109,135,135,68,135,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
12031,32,33875,154,166,1585,0,0,0,0,112,138,138,69,138,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
12032,33,38125,158,169,1620,0,0,0,0,112,140,140,70,140,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
12033,34,42625,161,172,1652,0,0,0,0,112,143,143,72,143,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
12034,35,47375,165,176,1682,0,0,0,0,114,146,146,73,146,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
12035,36,52375,168,179,1713,0,0,0,0,114,148,148,74,148,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
12036,37,57625,172,182,1746,0,0,0,0,117,151,151,75,151,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
12037,38,63125,175,185,1778,0,0,0,0,117,153,153,77,153,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
12038,39,68875,178,189,1815,0,0,0,0,120,156,156,78,156,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
12039,40,75125,182,192,1846,0,0,0,0,120,159,159,79,159,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
12040,41,82000,211,231,2463,0,0,0,0,166,195,195,98,195,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
12041,42,89500,215,235,2497,0,0,0,0,169,198,198,99,198,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
12042,43,97625,218,238,2531,0,0,0,0,169,200,200,100,200,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
