"强化规则ID
===
Id
===
int-cs","强化层级
===
Level
===
int-cs","经验基数
===
ExpLevelBase
===
int-cs","经验成长
===
ExpLevelInc
===
int-cs","装备升级配置0.材料Id
===
EquipUpConfig0.Id
===
int-cs","装备升级配置0.材料数量
===
EquipUpConfig0.MaterialCount
===
int-cs","装备升级配置1.材料Id
===
EquipUpConfig1.Id
===
int-cs","装备升级配置1.材料数量
===
EquipUpConfig1.MaterialCount
===
int-cs","装备升级配置2.材料Id
===
EquipUpConfig2.Id
===
int-cs","装备升级配置2.材料数量
===
EquipUpConfig2.MaterialCount
===
int-cs","装备升级配置3.材料Id
===
EquipUpConfig3.Id
===
int-cs","装备升级配置3.材料数量
===
EquipUpConfig3.MaterialCount
===
int-cs","装备升级配置4.材料Id
===
EquipUpConfig4.Id
===
int-cs","装备升级配置4.材料数量
===
EquipUpConfig4.MaterialCount
===
int-cs","保底等级
===
SecurityLevel
===
int-cs","强化成功率
===
SuccessRate
===
int-cs","回退经验
===
BackExp
===
int-cs","装备属性配置0.基础
===
EquipAttributeConfig0.Attr
===
float-cs","装备属性配置0.成长
===
EquipAttributeConfig0.AttrInc
===
float-cs","装备属性配置1.基础
===
EquipAttributeConfig1.Attr
===
float-cs","装备属性配置1.成长
===
EquipAttributeConfig1.AttrInc
===
float-cs","装备属性配置2.基础
===
EquipAttributeConfig2.Attr
===
float-cs","装备属性配置2.成长
===
EquipAttributeConfig2.AttrInc
===
float-cs","装备属性配置3.基础
===
EquipAttributeConfig3.Attr
===
float-cs","装备属性配置3.成长
===
EquipAttributeConfig3.AttrInc
===
float-cs","装备属性配置4.基础
===
EquipAttributeConfig4.Attr
===
float-cs","装备属性配置4.成长
===
EquipAttributeConfig4.AttrInc
===
float-cs","装备属性配置5.基础
===
EquipAttributeConfig5.Attr
===
float-cs","装备属性配置5.成长
===
EquipAttributeConfig5.AttrInc
===
float-cs","装备属性配置6.基础
===
EquipAttributeConfig6.Attr
===
float-cs","装备属性配置6.成长
===
EquipAttributeConfig6.AttrInc
===
float-cs","装备属性配置7.基础
===
EquipAttributeConfig7.Attr
===
float-cs","装备属性配置7.成长
===
EquipAttributeConfig7.AttrInc
===
float-cs","装备属性配置8.基础
===
EquipAttributeConfig8.Attr
===
float-cs","装备属性配置8.成长
===
EquipAttributeConfig8.AttrInc
===
float-cs","装备属性配置9.基础
===
EquipAttributeConfig9.Attr
===
float-cs","装备属性配置9.成长
===
EquipAttributeConfig9.AttrInc
===
float-cs","装备属性配置10.基础
===
EquipAttributeConfig10.Attr
===
float-cs","装备属性配置10.成长
===
EquipAttributeConfig10.AttrInc
===
float-cs","装备属性配置11.基础
===
EquipAttributeConfig11.Attr
===
float-cs","装备属性配置11.成长
===
EquipAttributeConfig11.AttrInc
===
float-cs","装备属性配置12.基础
===
EquipAttributeConfig12.Attr
===
float-cs","装备属性配置12.成长
===
EquipAttributeConfig12.AttrInc
===
float-cs","装备属性配置13.基础
===
EquipAttributeConfig13.Attr
===
float-cs","装备属性配置13.成长
===
EquipAttributeConfig13.AttrInc
===
float-cs","装备属性配置14.基础
===
EquipAttributeConfig14.Attr
===
float-cs","装备属性配置14.成长
===
EquipAttributeConfig14.AttrInc
===
float-cs","装备属性配置15.基础
===
EquipAttributeConfig15.Attr
===
float-cs","装备属性配置15.成长
===
EquipAttributeConfig15.AttrInc
===
float-cs","装备属性配置16.基础
===
EquipAttributeConfig16.Attr
===
float-cs","装备属性配置16.成长
===
EquipAttributeConfig16.AttrInc
===
float-cs","装备属性配置17.基础
===
EquipAttributeConfig17.Attr
===
float-cs","装备属性配置17.成长
===
EquipAttributeConfig17.AttrInc
===
float-cs","装备属性配置18.基础
===
EquipAttributeConfig18.Attr
===
float-cs","装备属性配置18.成长
===
EquipAttributeConfig18.AttrInc
===
float-cs","装备属性配置19.基础
===
EquipAttributeConfig19.Attr
===
float-cs","装备属性配置19.成长
===
EquipAttributeConfig19.AttrInc
===
float-cs","装备属性配置20.基础
===
EquipAttributeConfig20.Attr
===
float-cs","装备属性配置20.成长
===
EquipAttributeConfig20.AttrInc
===
float-cs","装备属性配置21.基础
===
EquipAttributeConfig21.Attr
===
float-cs","装备属性配置21.成长
===
EquipAttributeConfig21.AttrInc
===
float-cs","装备属性配置22.基础
===
EquipAttributeConfig22.Attr
===
float-cs","装备属性配置22.成长
===
EquipAttributeConfig22.AttrInc
===
float-cs","装备属性配置23.基础
===
EquipAttributeConfig23.Attr
===
float-cs","装备属性配置23.成长
===
EquipAttributeConfig23.AttrInc
===
float-cs","装备属性配置24.基础
===
EquipAttributeConfig24.Attr
===
float-cs","装备属性配置24.成长
===
EquipAttributeConfig24.AttrInc
===
float-cs","装备属性配置25.基础
===
EquipAttributeConfig25.Attr
===
float-cs","装备属性配置25.成长
===
EquipAttributeConfig25.AttrInc
===
float-cs","装备属性配置26.基础
===
EquipAttributeConfig26.Attr
===
float-cs","装备属性配置26.成长
===
EquipAttributeConfig26.AttrInc
===
float-cs","装备属性配置27.基础
===
EquipAttributeConfig27.Attr
===
float-cs","装备属性配置27.成长
===
EquipAttributeConfig27.AttrInc
===
float-cs","装备属性配置28.基础
===
EquipAttributeConfig28.Attr
===
float-cs","装备属性配置28.成长
===
EquipAttributeConfig28.AttrInc
===
float-cs","装备属性配置29.基础
===
EquipAttributeConfig29.Attr
===
float-cs","装备属性配置29.成长
===
EquipAttributeConfig29.AttrInc
===
float-cs","装备属性配置30.基础
===
EquipAttributeConfig30.Attr
===
float-cs","装备属性配置30.成长
===
EquipAttributeConfig30.AttrInc
===
float-cs","装备属性配置31.基础
===
EquipAttributeConfig31.Attr
===
float-cs","装备属性配置31.成长
===
EquipAttributeConfig31.AttrInc
===
float-cs"
20002,2,3350,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,4453,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20003,3,8600,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,13,8243,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20004,4,20450,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,19,13960,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20005,5,44300,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,22,22071,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20006,6,89150,5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,22,31377,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,7,146000,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,22,40684,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20008,8,214850,7755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,22,49992,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20009,9,295700,8895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,22,59299,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20010,10,388550,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,22,68606,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20011,11,493400,11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,22,77913,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20012,12,610250,12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,22,87220,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20013,13,739100,13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369,22,96528,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20014,14,879950,14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,22,105835,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20015,15,1032800,15735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,22,115142,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20016,16,1197650,16875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054,22,124449,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20017,17,1374500,18015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283,22,133756,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20018,18,1563350,19155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512,22,143063,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20019,19,1764200,20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,22,152370,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20020,20,1977050,21435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,22,161677,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#衣服-1,,0.3,0.3,,,,,,,,,,,,,,0,0,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
21000,0,65,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001,1,1040,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,1944,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002,2,4355,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,9,5010,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21003,3,11180,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,15,9273,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004,4,26585,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,21,15705,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005,5,57590,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,25,24830,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21006,6,115895,7117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,25,35299,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21007,7,189800,8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,25,45770,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21008,8,279305,10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,25,56241,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21009,9,384410,11563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,25,66711,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21010,10,505115,13045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,25,77182,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21011,11,641420,14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151,25,87652,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21012,12,793325,16009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408,25,98123,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21013,13,960830,17491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,25,108594,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21014,14,1143935,18973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,25,119064,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21015,15,1342640,20455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179,25,129535,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21016,16,1556945,21937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3436,25,140005,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21017,17,1786850,23419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3693,25,150475,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21018,18,2032355,24901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951,25,160946,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21019,19,2293460,26383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4207,25,171416,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21020,20,2570165,27865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464,25,181887,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#衣服-2,,0.5,0.5,,,,,,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
22000,0,100,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22001,1,1600,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,2160,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22002,2,6700,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,11,5567,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22003,3,17200,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,17,10304,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22004,4,40900,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,24,17450,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22005,5,88600,8670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,28,27589,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22006,6,178300,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,28,39222,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22007,7,292000,13230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,28,50856,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22008,8,429700,15510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,28,62490,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22009,9,591400,17790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,28,74124,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22010,10,777100,20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,28,85758,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22011,11,986800,22350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,28,97392,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22012,12,1220500,24630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,28,109026,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22013,13,1478200,26910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962,28,120660,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22014,14,1759900,29190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247,28,132294,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22015,15,2065600,31470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533,28,143928,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22016,16,2395300,33750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818,28,155562,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22017,17,2749000,36030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4104,28,167195,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22018,18,3126700,38310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4390,28,178829,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22019,19,3528400,40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4675,28,190463,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22020,20,3954100,42870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4961,28,202097,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#衣服-3,,0.8,0.8,,,,,,,,,,,,,,0,0,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
23000,0,170,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23001,1,2720,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,2592,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
