"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","物品类型
===
Type
===
int-cs","品质
===
Quality
===
int-cs","展示ID(ShowTable)
===
ShowID
===
int-c","掉落时展示ID(ShowTable)
===
DropShowID
===
int-c","道具描述
===
GameItemDesc
===
string-cs","买入价格
===
BuyingRate
===
int-cs","卖出价格
===
SellingRate
===
int-cs","出售提示
===
SellWarn
===
int-c","可销毁
===
CanDelete
===
int-cs","堆叠上限
===
StackDepth
===
int-cs","经验(装备所需)
===
Exp
===
int-cs","等级需求
===
RequiredLevel
===
int-cs","使用规则
===
UseRules
===
int-cs","作用时间
===
ActionTime
===
int-cs","道具作用id
===
ActionId
===
int-cs","道具参数配置0.参数
===
ItemConfig0.Effect
===
int-cs","道具参数配置0.说明
===
ItemConfig0.Explain
===
string-cs","道具参数配置1.参数
===
ItemConfig1.Effect
===
int-cs","道具参数配置1.说明
===
ItemConfig1.Explain
===
string-cs","道具参数配置2.参数
===
ItemConfig2.Effect
===
int-cs","道具参数配置2.说明
===
ItemConfig2.Explain
===
string-cs","道具参数配置3.参数
===
ItemConfig3.Effect
===
int-cs","道具参数配置3.说明
===
ItemConfig3.Explain
===
string-cs","道具参数配置4.参数
===
ItemConfig4.Effect
===
int-cs","道具参数配置4.说明
===
ItemConfig4.Explain
===
string-cs","道具参数配置5.参数
===
ItemConfig5.Effect
===
int-cs","道具参数配置5.说明
===
ItemConfig5.Explain
===
string-cs","道具参数配置6.参数
===
ItemConfig6.Effect
===
int-cs","道具参数配置6.说明
===
ItemConfig6.Explain
===
string-cs","道具参数配置7.参数
===
ItemConfig7.Effect
===
int-cs","道具参数配置7.说明
===
ItemConfig7.Explain
===
string-cs","道具参数配置8.参数
===
ItemConfig8.Effect
===
int-cs","道具参数配置8.说明
===
ItemConfig8.Explain
===
string-cs","道具参数配置9.参数
===
ItemConfig9.Effect
===
int-cs","道具参数配置9.说明
===
ItemConfig9.Explain
===
string-cs","道具参数配置10.参数
===
ItemConfig10.Effect
===
int-cs","道具参数配置10.说明
===
ItemConfig10.Explain
===
string-cs","道具参数配置11.参数
===
ItemConfig11.Effect
===
int-cs","道具参数配置11.说明
===
ItemConfig11.Explain
===
string-cs","道具参数配置12.参数
===
ItemConfig12.Effect
===
int-cs","道具参数配置12.说明
===
ItemConfig12.Explain
===
string-cs","道具参数配置13.参数
===
ItemConfig13.Effect
===
int-cs","道具参数配置13.说明
===
ItemConfig13.Explain
===
string-cs","道具参数配置14.参数
===
ItemConfig14.Effect
===
int-cs","道具参数配置14.说明
===
ItemConfig14.Explain
===
string-cs","道具参数配置15.参数
===
ItemConfig15.Effect
===
int-cs","道具参数配置15.说明
===
ItemConfig15.Explain
===
string-cs","道具参数配置16.参数
===
ItemConfig16.Effect
===
int-cs","道具参数配置16.说明
===
ItemConfig16.Explain
===
string-cs","道具参数配置17.参数
===
ItemConfig17.Effect
===
int-cs","道具参数配置17.说明
===
ItemConfig17.Explain
===
string-cs","道具参数配置18.参数
===
ItemConfig18.Effect
===
int-cs","道具参数配置18.说明
===
ItemConfig18.Explain
===
string-cs","道具参数配置19.参数
===
ItemConfig19.Effect
===
int-cs","道具参数配置19.说明
===
ItemConfig19.Explain
===
string-cs","出处
===
ComeFrom
===
string-c","可合成Id(用;分开)
===
CanSyntheticId
===
string-c"
80020,紫云落影环,3,1,1314,1000,"紫云落影环可以增加武将：
风属性抗性+66
生命值+1831
",0,0,1,1,999,80,15,0,0,7,11,,66,,2,,1831,,-1,,0,,-1,,0,,-1,,0,,80100,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80021,玉心环,3,1,1315,1000,"玉心环可以增加武将：
攻击力+475
暴击+419
",0,0,1,1,999,10,23,0,0,7,0,,475,,13,,419,,-1,,0,,-1,,0,,-1,,0,,80101,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80022,天王镜,3,1,1316,1000,"天王镜可以增加武将：
防御力+503
生命值+4839
",0,0,1,1,999,10,27,0,0,7,1,,503,,2,,4839,,-1,,0,,-1,,0,,-1,,0,,80102,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80023,五光石,3,1,1317,1000,"五光石可以增加武将：
血量回复速度+304
格挡+433
",0,0,1,1,999,10,29,0,0,7,16,,304,,15,,433,,-1,,0,,-1,,0,,-1,,0,,80103,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80024,龙王镜,3,1,1318,1000,"龙王镜可以增加武将：
破击+419
韧性+433
",0,0,1,1,999,10,31,0,0,7,12,,419,,14,,433,,-1,,0,,-1,,0,,-1,,0,,80104,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80025,幻空幛,3,2,1319,1000,"幻空幛可以增加武将：
土属性攻击+121
攻击力+475
",0,0,1,1,999,10,27,0,0,7,4,,121,,0,,475,,-1,,0,,-1,,0,,-1,,0,,80105,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80026,玄冰烈火鼎,3,2,1320,1000,"玄冰烈火鼎可以增加武将：
水属性攻击+121
攻击力+475
",0,0,1,1,999,25,28,0,0,7,5,,121,,0,,475,,-1,,0,,-1,,0,,-1,,0,,80106,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80027,神雷鉴,3,2,1321,1000,"神雷鉴可以增加武将：
火属性攻击+121
攻击力+475
",0,0,1,1,999,25,29,0,0,7,6,,121,,0,,475,,-1,,0,,-1,,0,,-1,,0,,80107,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80028,金砖,3,2,1322,1000,"金砖可以增加武将：
风属性攻击+121
攻击力+475
",0,0,1,1,999,25,30,0,0,7,7,,121,,0,,475,,-1,,0,,-1,,0,,-1,,0,,80108,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80029,纯阳真火,3,2,1323,1000,"纯阳真火可以增加武将：
土属性攻击+121
暴击+419
",0,0,1,1,999,25,27,0,0,7,4,,121,,13,,419,,-1,,0,,-1,,0,,-1,,0,,80109,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80030,四象宝塔,3,2,1324,1000,"四象宝塔可以增加武将：
水属性攻击+121
暴击+419
",0,0,1,1,999,25,28,0,0,7,5,,121,,13,,419,,-1,,0,,-1,,0,,-1,,0,,80110,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80031,八角鉴,3,2,1325,1000,"八角鉴可以增加武将：
火属性攻击+121
暴击+419
",0,0,1,1,999,50,29,0,0,7,6,,121,,13,,419,,-1,,0,,-1,,0,,-1,,0,,80111,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80032,天蝉纱,3,2,1326,1000,"天蝉纱可以增加武将：
风属性攻击+121
暴击+419
",0,0,1,1,999,50,30,0,0,7,7,,121,,13,,419,,-1,,0,,-1,,0,,-1,,0,,80112,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80033,琉璃瓶,3,2,1327,1000,"琉璃瓶可以增加武将：
土属性抗性+159
防御力+503
",0,0,1,1,999,50,27,0,0,7,8,,159,,1,,503,,-1,,0,,-1,,0,,-1,,0,,80113,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80034,冰离炎,3,2,1328,1000,"冰离炎可以增加武将：
水属性抗性+159
防御力+503
",0,0,1,1,999,50,28,0,0,7,9,,159,,1,,503,,-1,,0,,-1,,0,,-1,,0,,80114,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80035,反影镜,3,2,1329,1000,"反影镜可以增加武将：
火属性抗性+159
防御力+503
",0,0,1,1,999,50,29,0,0,7,10,,159,,1,,503,,-1,,0,,-1,,0,,-1,,0,,80115,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80036,七方炎,3,2,1330,1000,"七方炎可以增加武将：
风属性抗性+159
防御力+503
",0,0,1,1,999,80,30,0,0,7,11,,159,,1,,503,,-1,,0,,-1,,0,,-1,,0,,80116,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80037,皓月冰精,3,2,1331,1000,"皓月冰精可以增加武将：
土属性抗性+159
生命值+4839
",0,0,1,1,999,80,27,0,0,7,8,,159,,2,,4839,,-1,,0,,-1,,0,,-1,,0,,80117,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80038,青火,3,2,1332,1000,"青火可以增加武将：
水属性抗性+159
生命值+4839
",0,0,1,1,999,80,28,0,0,7,9,,159,,2,,4839,,-1,,0,,-1,,0,,-1,,0,,80118,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80039,招妖幡,3,2,1333,1000,"招妖幡可以增加武将：
火属性抗性+159
生命值+4839
",0,0,1,1,999,80,29,0,0,7,10,,159,,2,,4839,,-1,,0,,-1,,0,,-1,,0,,80119,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80040,番天印,3,2,1334,1000,"番天印可以增加武将：
风属性抗性+159
生命值+4839
",0,0,1,1,999,80,30,0,0,7,11,,159,,2,,4839,,-1,,0,,-1,,0,,-1,,0,,80120,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80041,三宝玉如意,3,2,1335,1000,"三宝玉如意可以增加武将：
攻击力+824
暴击+779
破击+779",0,0,1,1,999,10,40,0,0,7,0,,824,,13,,779,,12,,779,,-1,,0,,-1,,0,,80121,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80042,太极符印,3,2,1336,1000,"太极符印可以增加武将：
防御力+903
生命值+10868
韧性+793",0,0,1,1,999,10,44,0,0,7,1,,903,,2,,10868,,14,,793,,-1,,0,,-1,,0,,80122,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80043,金身环,3,2,1337,1000,"金身环可以增加武将：
血量回复速度+581
格挡+793
生命值+10868",0,0,1,1,999,10,46,0,0,7,16,,581,,15,,793,,2,,10868,,-1,,0,,-1,,0,,80123,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80044,琵琶,3,2,1338,1000,"琵琶可以增加武将：
破击+779
韧性+793
格挡+793",0,0,1,1,999,10,48,0,0,7,12,,779,,14,,793,,15,,793,,-1,,0,,-1,,0,,80124,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80045,缚妖索,3,3,1339,1000,"缚妖索可以增加武将：
土属性攻击+255
攻击力+824
破击+779",0,0,1,1,999,10,44,0,0,7,4,,255,,0,,824,,12,,779,,-1,,0,,-1,,0,,80125,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80046,六阳神火鉴,3,3,1340,1000,"六阳神火鉴可以增加武将：
水属性攻击+255
攻击力+824
破击+779",0,0,1,1,999,25,45,0,0,7,5,,255,,0,,824,,12,,779,,-1,,0,,-1,,0,,80126,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80047,紫华炎,3,3,1341,1000,"紫华炎可以增加武将：
火属性攻击+255
攻击力+824
破击+779",0,0,1,1,999,25,46,0,0,7,6,,255,,0,,824,,12,,779,,-1,,0,,-1,,0,,80127,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80048,天音鉴,3,3,1342,1000,"天音鉴可以增加武将：
风属性攻击+255
攻击力+824
破击+779",0,0,1,1,999,25,47,0,0,7,7,,255,,0,,824,,12,,779,,-1,,0,,-1,,0,,80128,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80049,墨火,3,3,1343,1000,"墨火可以增加武将：
土属性攻击+255
暴击+779
破击+779",0,0,1,1,999,25,44,0,0,7,4,,255,,13,,779,,12,,779,,-1,,0,,-1,,0,,80129,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80050,盘古幡,3,3,1344,1000,"盘古幡可以增加武将：
水属性攻击+255
暴击+779
破击+779",0,0,1,1,999,25,45,0,0,7,5,,255,,13,,779,,12,,779,,-1,,0,,-1,,0,,80130,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80051,冲天幛,3,3,1345,1000,"冲天幛可以增加武将：
火属性攻击+255
暴击+779
破击+779",0,0,1,1,999,50,46,0,0,7,6,,255,,13,,779,,12,,779,,-1,,0,,-1,,0,,80131,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80052,枯炎,3,3,1346,1000,"枯炎可以增加武将：
风属性攻击+255
暴击+779
破击+779",0,0,1,1,999,50,47,0,0,7,7,,255,,13,,779,,12,,779,,-1,,0,,-1,,0,,80132,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80053,黑雨镜,3,3,1347,1000,"黑雨镜可以增加武将：
土属性抗性+291
防御力+903
格挡+793",0,0,1,1,999,50,44,0,0,7,8,,291,,1,,903,,15,,793,,-1,,0,,-1,,0,,80133,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80054,乾坤护命纱,3,3,1348,1000,"乾坤护命纱可以增加武将：
水属性抗性+291
防御力+903
格挡+793",0,0,1,1,999,50,45,0,0,7,9,,291,,1,,903,,15,,793,,-1,,0,,-1,,0,,80134,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80055,混元伞,3,3,1349,1000,"混元伞可以增加武将：
火属性抗性+291
防御力+903
格挡+793",0,0,1,1,999,50,46,0,0,7,10,,291,,1,,903,,15,,793,,-1,,0,,-1,,0,,80135,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80056,六阳烈炎,3,3,1350,1000,"六阳烈炎可以增加武将：
风属性抗性+291
防御力+903
格挡+793",0,0,1,1,999,80,47,0,0,7,11,,291,,1,,903,,15,,793,,-1,,0,,-1,,0,,80136,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80057,天王甲,3,3,1351,1000,"天王甲可以增加武将：
土属性抗性+291
生命值+10868
格挡+793",0,0,1,1,999,80,44,0,0,7,8,,291,,2,,10868,,15,,793,,-1,,0,,-1,,0,,80137,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80058,潜龙令,3,3,1352,1000,"潜龙令可以增加武将：
水属性抗性+291
生命值+10868
格挡+793",0,0,1,1,999,80,45,0,0,7,9,,291,,2,,10868,,15,,793,,-1,,0,,-1,,0,,80138,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80059,宝盒,3,3,1353,1000,"宝盒可以增加武将：
火属性抗性+291
生命值+10868
格挡+793",0,0,1,1,999,80,46,0,0,7,10,,291,,2,,10868,,15,,793,,-1,,0,,-1,,0,,80139,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80060,斗魔真炎,3,3,1354,1000,"斗魔真炎可以增加武将：
风属性抗性+291
生命值+10868
格挡+793",0,0,1,1,999,80,47,0,0,7,11,,291,,2,,10868,,15,,793,,-1,,0,,-1,,0,,80140,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80061,逆火屏,3,3,1355,1000,"逆火屏可以增加武将：
攻击力+1495
暴击+1503
破击+1503",0,0,1,1,999,10,60,0,0,7,0,,1495,,13,,1503,,12,,1503,,-1,,0,,-1,,0,,80141,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80062,天锋鉴,3,3,1356,1000,"天锋鉴可以增加武将：
防御力+1680
生命值+29497
韧性+1514",0,0,1,1,999,10,64,0,0,7,1,,1680,,2,,29497,,14,,1514,,-1,,0,,-1,,0,,80142,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80063,鬼面鉴,3,3,1357,1000,"鬼面鉴可以增加武将：
血量回复速度+1124
格挡+1514
生命值+29497",0,0,1,1,999,10,66,0,0,7,16,,1124,,15,,1514,,2,,29497,,-1,,0,,-1,,0,,80143,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80064,水镜幛,3,3,1358,1000,"水镜幛可以增加武将：
破击+1503
韧性+1514
格挡+1514",0,0,1,1,999,10,68,0,0,7,12,,1503,,14,,1514,,15,,1514,,-1,,0,,-1,,0,,80144,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80065,彩云环,3,4,1359,1000,"彩云环可以增加武将：
土属性攻击+541
攻击力+1495
破击+1503",0,0,1,1,999,10,64,0,0,7,4,,541,,0,,1495,,12,,1503,,-1,,0,,-1,,0,,80145,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80066,花狐貂,3,4,1360,1000,"花狐貂可以增加武将：
水属性攻击+541
攻击力+1495
破击+1503",0,0,1,1,999,25,65,0,0,7,5,,541,,0,,1495,,12,,1503,,-1,,0,,-1,,0,,80146,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80067,暗阳炎,3,4,1361,1000,"暗阳炎可以增加武将：
火属性攻击+541
攻击力+1495
破击+1503",0,0,1,1,999,25,66,0,0,7,6,,541,,0,,1495,,12,,1503,,-1,,0,,-1,,0,,80147,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80068,散魂幛,3,4,1362,1000,"散魂幛可以增加武将：
风属性攻击+541
攻击力+1495
破击+1503",0,0,1,1,999,25,67,0,0,7,7,,541,,0,,1495,,12,,1503,,-1,,0,,-1,,0,,80148,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80069,共工网,3,4,1363,1000,"共工网可以增加武将：
土属性攻击+541
暴击+1503
破击+1503",0,0,1,1,999,25,64,0,0,7,4,,541,,13,,1503,,12,,1503,,-1,,0,,-1,,0,,80149,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80070,彩云幛,3,4,1364,1000,"彩云幛可以增加武将：
水属性攻击+541
暴击+1503
破击+1503",0,0,1,1,999,25,65,0,0,7,5,,541,,13,,1503,,12,,1503,,-1,,0,,-1,,0,,80150,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80071,明月金刚目,3,4,1365,1000,"明月金刚目可以增加武将：
火属性攻击+541
暴击+1503
破击+1503",0,0,1,1,999,50,66,0,0,7,6,,541,,13,,1503,,12,,1503,,-1,,0,,-1,,0,,80151,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80072,双向屏,3,4,1366,1000,"双向屏可以增加武将：
风属性攻击+541
暴击+1503
破击+1503",0,0,1,1,999,50,67,0,0,7,7,,541,,13,,1503,,12,,1503,,-1,,0,,-1,,0,,80152,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80073,龙王甲,3,4,1367,1000,"龙王甲可以增加武将：
土属性抗性+552
防御力+1680
格挡+1514",0,0,1,1,999,50,64,0,0,7,8,,552,,1,,1680,,15,,1514,,-1,,0,,-1,,0,,80153,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80074,三昧真火,3,4,1368,1000,"三昧真火可以增加武将：
水属性抗性+552
防御力+1680
格挡+1514",0,0,1,1,999,50,65,0,0,7,9,,552,,1,,1680,,15,,1514,,-1,,0,,-1,,0,,80154,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80075,五雷天幛,3,4,1369,1000,"三昧真火可以增加武将：
火属性抗性+552
防御力+1680
格挡+1514",0,0,1,1,999,50,66,0,0,7,10,,552,,1,,1680,,15,,1514,,-1,,0,,-1,,0,,80155,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80076,心火,3,4,1370,1000,"心火可以增加武将：
风属性抗性+552
防御力+1680
格挡+1514",0,0,1,1,999,80,67,0,0,7,11,,552,,1,,1680,,15,,1514,,-1,,0,,-1,,0,,80156,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80077,贝叶灵符,3,4,1371,1000,"贝叶灵符可以增加武将：
土属性抗性+552
生命值+29497
格挡+1514",0,0,1,1,999,80,64,0,0,7,8,,552,,2,,29497,,15,,1514,,-1,,0,,-1,,0,,80157,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80078,紫金钵盂,3,4,1372,1000,"紫金钵盂可以增加武将：
水属性抗性+552
生命值+29497
格挡+1514",0,0,1,1,999,80,65,0,0,7,9,,552,,2,,29497,,15,,1514,,-1,,0,,-1,,0,,80158,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80079,九子魂魄,3,4,1373,1000,"九子魂魄可以增加武将：
火属性抗性+552
生命值+29497
格挡+1514",0,0,1,1,999,80,66,0,0,7,10,,552,,2,,29497,,15,,1514,,-1,,0,,-1,,0,,80159,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80080,黑火,3,4,1374,1000,"黑火可以增加武将：
风属性抗性+552
生命值+29497
格挡+1514",0,0,1,1,999,80,67,0,0,7,11,,552,,2,,29497,,15,,1514,,-1,,0,,-1,,0,,80160,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
#武将法宝碎片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80081,怒眉宝镜碎片,1,0,1295,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80081,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101001,80001
80082,银凌仙衣碎片,1,0,1296,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80082,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101002,80002
80083,龙夕火碎片,1,0,1297,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80083,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101003,80003
80084,兜率灵炎碎片,1,0,1298,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80084,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101004,80004
80085,山河社稷图碎片,1,1,1299,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80085,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101005,80005
80086,鬼面镜碎片,1,1,1300,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80086,,1,,80144,,1,,80106,,8,,-1,,-1,,-1,,-1,,104001,80006
80087,北极火碎片,1,1,1301,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80087,,1,,80124,,7,,80141,,7,,-1,,-1,,-1,,-1,,104002,80007
80088,呐魂纱碎片,1,1,1302,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80088,,1,,80124,,3,,80101,,4,,-1,,-1,,-1,,-1,,104003,80008
80089,皓天镜碎片,1,1,1303,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80089,,1,,80082,,3,,80082,,3,,-1,,-1,,-1,,-1,,104004,80009
80090,八面驭风屏碎片,1,1,1304,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80090,,1,,80123,,2,,80145,,2,,-1,,-1,,-1,,-1,,104005,80010
80091,五云锁仙屏碎片,1,1,1305,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80091,,1,,80103,,2,,80107,,6,,80086,,7,,-1,,-1,,,80011
80092,天旋神纱碎片,1,1,1306,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80092,,1,,80103,,3,,80127,,8,,80086,,2,,-1,,-1,,,80012
80093,冰银环碎片,1,1,1307,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80093,,1,,80103,,8,,80088,,8,,80129,,4,,-1,,-1,,,80013
80094,天心双环碎片,1,1,1308,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80094,,1,,80144,,8,,80090,,7,,80088,,1,,-1,,-1,,,80014
80095,通天神火柱碎片,1,1,1309,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80095,,1,,80124,,7,,80107,,1,,80130,,5,,-1,,-1,,,80015
80096,风火蒲团碎片,1,1,1310,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80096,,1,,80125,,3,,80146,,1,,80113,,5,,80114,,5,,,80016
80097,如意乾坤袋碎片,1,1,1311,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80097,,1,,80085,,4,,80109,,2,,80114,,7,,80093,,2,,,80017
80098,紫薇天庭甲碎片,1,1,1312,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80098,,1,,80085,,5,,80108,,2,,80153,,3,,80153,,7,,,80018
